         1781202 function calls (1758822 primitive calls) in 2.859 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1094(LiftedCode)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1233(LiftedLoop)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1238(LiftedWith)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1271(ObjModeLiftedWith)
       13    0.000    0.000    0.000    0.000 dispatcher.py:1335(<genexpr>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:189(_GeneratedFunctionCompiler)
        1    0.000    0.000    0.000    0.000 dispatcher.py:231(_CompilingCounter)
        2    0.000    0.000    0.000    0.000 dispatcher.py:236(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:253(_DispatcherBase)
        2    0.000    0.000    0.000    0.000 dispatcher.py:260(__init__)
        2    0.000    0.000    0.000    0.000 dispatcher.py:277(<genexpr>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:28(TargetConfig)
        2    0.000    0.000    0.000    0.000 dispatcher.py:309(_make_finalizer)
        1    0.000    0.000    0.124    0.124 dispatcher.py:4(<module>)
        2    0.000    0.000    0.000    0.000 dispatcher.py:735(__repr__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:777(_MemoMixin)
        1    0.000    0.000    0.000    0.000 dispatcher.py:806(Dispatcher)
        2    0.000    0.000    0.051    0.025 dispatcher.py:821(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:87(OmittedArg)
        1    0.000    0.000    0.000    0.000 dufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dufunc.py:55(DUFuncLowerer)
        1    0.000    0.000    0.000    0.000 dufunc.py:69(DUFunc)
        1    0.000    0.000    0.146    0.146 dylib.py:1(<module>)
      315    0.001    0.000    0.004    0.000 dylib.py:15(add_symbol)
        1    0.000    0.000    0.001    0.001 dylib.py:23(load_library_permanently)
        1    0.000    0.000    0.000    0.000 eh.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.179    0.179 emo.py:2(<module>)
        1    0.000    0.000    0.000    0.000 emo.py:450(selNSGA3WithMemory)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entrypoints.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:1016(<lambda>)
       86    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       16    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
       16    0.001    0.000    0.002    0.000 enum.py:179(__new__)
       16    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
      138    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       16    0.000    0.000    0.001    0.000 enum.py:221(<setcomp>)
       33    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
      136    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      282    0.000    0.000    0.003    0.000 enum.py:334(__call__)
       18    0.000    0.000    0.000    0.000 enum.py:391(__getattr__)
        4    0.000    0.000    0.000    0.000 enum.py:410(__iter__)
       36    0.000    0.000    0.000    0.000 enum.py:414(<genexpr>)
        7    0.000    0.000    0.000    0.000 enum.py:419(__members__)
      179    0.000    0.000    0.000    0.000 enum.py:438(__setattr__)
      136    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
        7    0.000    0.000    0.002    0.000 enum.py:451(_create_)
        6    0.000    0.000    0.002    0.000 enum.py:504(_convert_)
        6    0.000    0.000    0.001    0.000 enum.py:521(<listcomp>)
       41    0.000    0.000    0.000    0.000 enum.py:527(<lambda>)
       16    0.000    0.000    0.000    0.000 enum.py:537(_check_for_existing_members)
       39    0.000    0.000    0.000    0.000 enum.py:547(_get_mixins_)
       39    0.000    0.000    0.000    0.000 enum.py:558(_find_data_type)
       16    0.000    0.000    0.000    0.000 enum.py:594(_find_new_)
      275    0.000    0.000    0.001    0.000 enum.py:646(__new__)
        4    0.000    0.000    0.000    0.000 enum.py:691(_generate_next_value_)
        2    0.000    0.000    0.000    0.000 enum.py:750(__hash__)
       62    0.000    0.000    0.000    0.000 enum.py:768(value)
       16    0.000    0.000    0.000    0.000 enum.py:81(__init__)
      136    0.000    0.000    0.001    0.000 enum.py:88(__setitem__)
        4    0.000    0.000    0.000    0.000 enum.py:904(_missing_)
        4    0.000    0.000    0.000    0.000 enum.py:914(_create_pseudo_member_)
       15    0.000    0.000    0.000    0.000 enum.py:947(__or__)
      113    0.000    0.000    0.001    0.000 enum.py:953(__and__)
        4    0.000    0.000    0.000    0.000 enum.py:993(_decompose)
        1    0.000    0.000    0.001    0.001 environment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:7(Environment)
        1    0.000    0.000    0.008    0.008 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:102(_ColorScheme)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:129(_DummyColorScheme)
        1    0.000    0.000    0.000    0.000 errors.py:131(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:164(<listcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:214(ColorShell)
        1    0.000    0.000    0.000    0.000 errors.py:22(NumbaWarning)
        1    0.000    0.000    0.000    0.000 errors.py:229(reset_terminal)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:284(HighlightColorScheme)
        1    0.000    0.000    0.000    0.000 errors.py:285(__init__)
        5    0.000    0.000    0.000    0.000 errors.py:324(termcolor)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:42(NumbaPerformanceWarning)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:446(WarningsFixer)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:49(NumbaDeprecationWarning)
        1    0.000    0.000    0.000    0.000 errors.py:497(NumbaError)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:540(UnsupportedError)
        1    0.000    0.000    0.000    0.000 errors.py:547(UnsupportedRewriteError)
        1    0.000    0.000    0.000    0.000 errors.py:55(NumbaPendingDeprecationWarning)
        1    0.000    0.000    0.000    0.000 errors.py:553(IRError)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:560(RedefinedError)
        1    0.000    0.000    0.000    0.000 errors.py:567(NotDefinedError)
        1    0.000    0.000    0.000    0.000 errors.py:579(VerificationError)
        1    0.000    0.000    0.000    0.000 errors.py:590(DeprecationError)
        1    0.000    0.000    0.000    0.000 errors.py:597(LoweringError)
        1    0.000    0.000    0.000    0.000 errors.py:606(UnsupportedParforsError)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(NumbaParallelSafetyWarning)
        1    0.000    0.000    0.000    0.000 errors.py:613(ForbiddenConstruct)
        1    0.000    0.000    0.000    0.000 errors.py:620(TypingError)
        1    0.000    0.000    0.000    0.000 errors.py:627(UntypedAttributeError)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:640(ByteCodeSupportError)
        1    0.000    0.000    0.000    0.000 errors.py:649(CompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:656(ConstantInferenceError)
        1    0.000    0.000    0.000    0.000 errors.py:665(InternalError)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:675(InternalTargetMismatchError)
        1    0.000    0.000    0.000    0.000 errors.py:68(NumbaTypeSafetyWarning)
        1    0.000    0.000    0.000    0.000 errors.py:686(RequireLiteralValue)
        1    0.000    0.000    0.000    0.000 errors.py:694(ForceLiteralArg)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:74(NumbaExperimentalFeatureWarning)
        1    0.000    0.000    0.000    0.000 errors.py:741(LiteralTypingError)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:789(<listcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:80(NumbaInvalidConfigWarning)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:86(NumbaPedanticWarning)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:94(NumbaIRAssumptionWarning)
        1    0.000    0.000    0.000    0.000 event.py:1(<module>)
     1128    0.001    0.000    0.001    0.000 event.py:193(broadcast)
        1    0.000    0.000    0.000    0.000 event.py:204(Listener)
        1    0.000    0.000    0.000    0.000 event.py:242(TimingListener)
        1    0.000    0.000    0.000    0.000 event.py:280(RecordingListener)
        1    0.000    0.000    0.000    0.000 event.py:35(EventStatus)
      564    0.001    0.000    0.002    0.000 event.py:374(start_event)
      564    0.001    0.000    0.002    0.000 event.py:388(end_event)
     1128    0.001    0.000    0.001    0.000 event.py:50(_guard_kind)
        1    0.000    0.000    0.000    0.000 event.py:72(Event)
     1128    0.001    0.000    0.002    0.000 event.py:84(__init__)
     1128    0.000    0.000    0.000    0.000 event.py:92(kind)
        1    0.000    0.000    0.002    0.002 executionengine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 executionengine.py:117(target_data)
        1    0.000    0.000    0.000    0.000 executionengine.py:12(create_mcjit_compiler)
        4    0.000    0.000    0.000    0.000 executionengine.py:138(_find_module_ptr)
        1    0.000    0.000    0.000    0.000 executionengine.py:158(set_object_cache)
        2    0.000    0.000    0.000    0.000 executionengine.py:171(_raw_object_cache_notify)
        2    0.000    0.000    0.000    0.000 executionengine.py:189(_raw_object_cache_getbuffer)
        1    0.000    0.000    0.000    0.000 executionengine.py:220(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 executionengine.py:225(__init__)
        1    0.000    0.000    0.001    0.001 executionengine.py:27(check_jit_execution)
        1    0.000    0.000    0.000    0.000 executionengine.py:290(_ObjectCacheData)
        1    0.000    0.000    0.000    0.000 executionengine.py:41(ExecutionEngine)
        1    0.000    0.000    0.000    0.000 executionengine.py:48(__init__)
        3    0.000    0.000    0.000    0.000 executionengine.py:57(get_function_address)
        1    0.000    0.000    0.000    0.000 executionengine.py:77(add_module)
        1    0.000    0.000    0.014    0.014 executionengine.py:87(finalize_object)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        1    0.000    0.000    0.027    0.027 extending.py:1(<module>)
      100    0.001    0.000    0.005    0.000 extending.py:127(decorate)
        9    0.000    0.000    0.001    0.000 extending.py:138(register_jitable)
        9    0.000    0.000    0.001    0.000 extending.py:155(wrap)
        1    0.000    0.000    0.000    0.000 extending.py:2(<module>)
        1    0.000    0.000    0.000    0.000 extending.py:24(type_callable)
        2    0.000    0.000    0.000    0.000 extending.py:270(make_attribute_wrapper)
        2    0.000    0.000    0.000    0.000 extending.py:296(StructAttribute)
        1    0.000    0.000    0.000    0.000 extending.py:312(_Intrinsic)
       11    0.000    0.000    0.000    0.000 extending.py:323(__init__)
       11    0.000    0.000    0.001    0.000 extending.py:349(_register)
       11    0.000    0.000    0.000    0.000 extending.py:366(__repr__)
        1    0.000    0.000    0.000    0.000 extending.py:39(decorate)
       11    0.000    0.000    0.001    0.000 extending.py:394(intrinsic)
       11    0.000    0.000    0.001    0.000 extending.py:431(_intrinsic)
        1    0.000    0.000    0.000    0.000 extending.py:506(SentryLiteralArgs)
        1    0.000    0.000    0.000    0.000 extending.py:557(BoundLiteralArgs)
        2    0.000    0.000    0.000    0.000 extending.py:573(is_jitted)
      100    0.000    0.000    0.000    0.000 extending.py:60(overload)
