         1781202 function calls (1758822 primitive calls) in 2.859 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 typed_passes.py:92(BaseTypeInference)
        2    0.000    0.000    0.000    0.000 typed_passes.py:95(__init__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:129(ConstraintNetwork)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1718(NullDebug)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1730(TypeInferDebug)
        1    0.000    0.000    0.000    0.000 typeinfer.py:177(Propagate)
        1    0.000    0.000    0.000    0.000 typeinfer.py:201(ArgConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:224(BuildTupleConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:244(_BuildContainerConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:269(BuildListConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:304(BuildSetConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:308(BuildMapConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:34(NOTSET)
        1    0.000    0.000    0.000    0.000 typeinfer.py:373(ExhaustIterConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:407(PairFirstConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:42(TypeVar)
        1    0.000    0.000    0.000    0.000 typeinfer.py:425(PairSecondConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:442(StaticGetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:476(TypedGetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:544(CallConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:686(IntrinsicCallConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:695(GetAttrConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:731(SetItemRefinement)
        1    0.000    0.000    0.000    0.000 typeinfer.py:757(SetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:786(StaticSetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:818(DelItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:843(SetAttrConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:871(PrintConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:895(TypeVarMap)
        1    0.000    0.000    0.000    0.000 typeinfer.py:943(TypeInferer)
        1    0.000    0.000    0.012    0.012 typeof.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeof.py:109(_typeof_bool)
        1    0.000    0.000    0.000    0.000 typeof.py:114(_typeof_float)
        1    0.000    0.000    0.000    0.000 typeof.py:119(_typeof_complex)
        1    0.000    0.000    0.000    0.000 typeof.py:124(_typeof_int)
        1    0.000    0.000    0.000    0.000 typeof.py:147(_typeof_str)
        1    0.000    0.000    0.000    0.000 typeof.py:15(Purpose)
        1    0.000    0.000    0.000    0.000 typeof.py:157(_typeof_none)
        6    0.000    0.000    0.000    0.000 typeof.py:25(typeof)
        1    0.000    0.000    0.001    0.001 types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:100(LabelType)
        6    0.000    0.000    0.000    0.000 types.py:105(_to_string)
        1    0.000    0.000    0.000    0.000 types.py:109(PointerType)
       28    0.000    0.000    0.000    0.000 types.py:116(__init__)
    17/14    0.000    0.000    0.000    0.000 types.py:121(_to_string)
     11/9    0.000    0.000    0.000    0.000 types.py:127(__eq__)
        1    0.000    0.000    0.000    0.000 types.py:137(gep)
        1    0.000    0.000    0.000    0.000 types.py:14(Type)
        1    0.000    0.000    0.000    0.000 types.py:150(VoidType)
        2    0.000    0.000    0.000    0.000 types.py:155(_to_string)
        1    0.000    0.000    0.000    0.000 types.py:165(FunctionType)
        7    0.000    0.000    0.000    0.000 types.py:170(__init__)
       62    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 types.py:198(IntType)
       34    0.000    0.000    0.000    0.000 types.py:205(__new__)
        4    0.000    0.000    0.000    0.000 types.py:215(__new)
        4    0.000    0.000    0.000    0.000 types.py:228(_to_string)
       13    0.000    0.000    0.000    0.000 types.py:231(__eq__)
       17    0.000    0.000    0.000    0.000 types.py:240(format_constant)
       25    0.000    0.000    0.000    0.000 types.py:246(wrap_constant_value)
       22    0.000    0.000    0.000    0.000 types.py:27(as_pointer)
        1    0.000    0.000    0.000    0.000 types.py:289(_BaseFloatType)
        1    0.000    0.000    0.000    0.000 types.py:291(__new__)
       12    0.000    0.000    0.000    0.000 types.py:30(__ne__)
        3    0.000    0.000    0.000    0.000 types.py:300(_create_instance)
        1    0.000    0.000    0.000    0.000 types.py:305(HalfType)
        1    0.000    0.000    0.000    0.000 types.py:319(FloatType)
        1    0.000    0.000    0.000    0.000 types.py:333(DoubleType)
        1    0.000    0.000    0.000    0.000 types.py:351(_Repeat)
        1    0.000    0.000    0.000    0.000 types.py:366(VectorType)
        1    0.000    0.000    0.000    0.000 types.py:417(Aggregate)
        3    0.000    0.000    0.000    0.000 types.py:423(wrap_constant_value)
        1    0.000    0.000    0.000    0.000 types.py:431(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:435(ArrayType)
        3    0.000    0.000    0.000    0.000 types.py:440(__init__)
        2    0.000    0.000    0.000    0.000 types.py:451(_to_string)
        2    0.000    0.000    0.000    0.000 types.py:454(__eq__)
        1    0.000    0.000    0.000    0.000 types.py:475(BaseStructType)
        5    0.000    0.000    0.000    0.000 types.py:481(packed)
        4    0.000    0.000    0.000    0.000 types.py:489(packed)
        1    0.000    0.000    0.000    0.000 types.py:493(__len__)
        4    0.000    0.000    0.000    0.000 types.py:505(structure_repr)
        4    0.000    0.000    0.000    0.000 types.py:509(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:512(format_constant)
        1    0.000    0.000    0.000    0.000 types.py:513(<listcomp>)
        1    0.000    0.000    0.000    0.000 types.py:518(gep)
        5    0.000    0.000    0.000    0.000 types.py:529(_wrap_packed)
        1    0.000    0.000    0.000    0.000 types.py:539(LiteralStructType)
        4    0.000    0.000    0.000    0.000 types.py:547(__init__)
        4    0.000    0.000    0.000    0.000 types.py:555(_to_string)
        2    0.000    0.000    0.000    0.000 types.py:558(__eq__)
        1    0.000    0.000    0.000    0.000 types.py:566(IdentifiedStructType)
        4    0.000    0.000    0.000    0.000 types.py:70(wrap_constant_value)
       12    0.000    0.000    0.000    0.000 types.py:77(__call__)
        1    0.000    0.000    0.000    0.000 types.py:85(MetaDataType)
        5    0.000    0.000    0.000    0.000 typing.py:121(_type_convert)
        5    0.000    0.000    0.000    0.000 typing.py:130(_type_check)
        3    0.000    0.000    0.000    0.000 typing.py:182(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:193(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:197(_check_generic)
        3    0.000    0.000    0.000    0.000 typing.py:262(inner)
        1    0.000    0.000    0.000    0.000 typing.py:515(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:549(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:557(__hash__)
       18    0.000    0.000    0.000    0.000 typing.py:648(_is_dunder)
        3    0.000    0.000    0.000    0.000 typing.py:660(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:696(__setattr__)
        3    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:726(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:733(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:739(__hash__)
        3    0.000    0.000    0.000    0.000 typing.py:815(__getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:820(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:824(copy_with)
        1    0.000    0.000    0.000    0.000 ufunc_db.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:233(_BaseUFuncBuilder)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:254(UFuncBuilder)
        1    0.000    0.000    0.002    0.002 ufuncbuilder.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:30(UFuncTargetOptions)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:317(GUFuncBuilder)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:52(UFuncTarget)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:55(__init__)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:70(UFuncDispatcher)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.003    0.003 untyped_passes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:111(IRProcessing)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:115(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1259(IterLoopCanonicalization)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1273(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:133(RewriteSemanticConstants)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:137(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1429(LiteralUnroll)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1434(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1479(SimplifyCFG)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1484(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1495(ReconstructSSA)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1503(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:155(DeadBranchPrune)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:159(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:185(InlineClosureLikes)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:189(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:221(GenericRewrites)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:225(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:242(WithLifting)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:246(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:271(InlineInlinables)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:285(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:403(PreserveIR)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:411(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:419(FindLiterallyCalls)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:426(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:434(CanonicalizeLoopExit)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:440(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:471(CanonicalizeLoopEntry)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:479(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:52(ExtractByteCode)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:546(PrintIRCFG)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:550(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:56(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:561(MakeFunctionToJitFunction)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:570(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:615(TransformLiteralUnrollConstListToTuple)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:624(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:72(TranslateByteCode)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:739(MixedContainerUnroller)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:747(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:76(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:91(FixupArgs)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:95(__init__)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        4    0.000    0.000    0.000    0.000 util.py:186(__init__)
        4    0.000    0.000    0.000    0.000 util.py:205(__call__)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        4    0.000    0.000    0.000    0.000 util.py:44(sub_debug)
        4    0.000    0.000    0.000    0.000 util.py:48(debug)
        1    0.000    0.000    0.051    0.051 utilidades_AG.py:1(<module>)
        4    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:101(wrapper_setattr)
        1    0.000    0.000    0.000    0.000 utils.py:105(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:112(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:132(DisableOnWriteError)
        2    0.000    0.000    0.000    0.000 utils.py:136(disable_on_exception)
        6    0.000    0.000    0.006    0.001 utils.py:143(inner)
        1    0.000    0.000    0.000    0.000 utils.py:162(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:171(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:175(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:179(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:183(ConfigStack)
        1    0.000    0.000    0.000    0.000 utils.py:201(_is_utf)
        1    0.000    0.000    0.000    0.000 utils.py:215(_supports_unicode)
        4    0.000    0.000    0.000    0.000 utils.py:222(_is_ascii)
        1    0.000    0.000    0.000    0.000 utils.py:231(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:232(ConfigOptions)
        1    0.000    0.000    0.000    0.000 utils.py:246(_screen_shape_windows)
        1    0.000    0.000    0.000    0.000 utils.py:282(SortedMap)
        1    0.000    0.000    0.000    0.000 utils.py:304(UniqueDict)
       15    0.000    0.000    0.000    0.000 utils.py:305(__setitem__)
        6    0.000    0.000    0.001    0.000 utils.py:329(_text_width)
        2    0.000    0.000    0.000    0.000 utils.py:33(<genexpr>)
      916    0.000    0.000    0.000    0.000 utils.py:330(<genexpr>)
        6    0.000    0.000    0.001    0.000 utils.py:333(disp_len)
        4    0.000    0.000    0.000    0.000 utils.py:34(<genexpr>)
        2    0.000    0.000    0.000    0.000 utils.py:341(disp_trim)
        2    0.000    0.000    0.000    0.000 utils.py:374(runonce)
        2    0.000    0.000    0.004    0.002 utils.py:375(inner)
        1    0.000    0.000    0.000    0.000 utils.py:387(bit_length)
        1    0.000    0.000    0.000    0.000 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:417(BenchmarkResult)
        1    0.000    0.000    0.002    0.002 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:51(FormatReplace)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        2    0.000    0.000    0.000    0.000 utils.py:57(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:597(_RedirectSubpackage)
        2    0.000    0.000    0.000    0.000 utils.py:61(__format__)
        1    0.000    0.000    0.000    0.000 utils.py:66(Comparable)
        1    0.000    0.000    0.000    0.000 utils.py:74(__eq__)
        1    0.000    0.000    0.000    0.000 utils.py:8(get_library_name)
        1    0.000    0.000    0.000    0.000 utils.py:87(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:88(__getattr__)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        1    0.000    0.000    0.001    0.001 value.py:1(<module>)
       27    0.000    0.000    0.000    0.000 value.py:119(is_global)
       24    0.000    0.000    0.000    0.000 value.py:123(is_function)
       32    0.000    0.000    0.000    0.000 value.py:143(name)
       27    0.000    0.000    0.000    0.000 value.py:206(is_declaration)
        1    0.000    0.000    0.000    0.000 value.py:30(Visibility)
        1    0.000    0.000    0.000    0.000 value.py:303(_ValueIterator)
        1    0.000    0.000    0.000    0.000 value.py:329(_AttributeIterator)
        1    0.000    0.000    0.000    0.000 value.py:344(_AttributeListIterator)
        1    0.000    0.000    0.000    0.000 value.py:353(_AttributeSetIterator)
        1    0.000    0.000    0.000    0.000 value.py:362(_BlocksIterator)
        1    0.000    0.000    0.000    0.000 value.py:373(_ArgumentsIterator)
        1    0.000    0.000    0.000    0.000 value.py:38(StorageClass)
        1    0.000    0.000    0.000    0.000 value.py:384(_InstructionsIterator)
        1    0.000    0.000    0.000    0.000 value.py:395(_OperandsIterator)
        1    0.000    0.000    0.000    0.000 value.py:46(TypeRef)
        1    0.000    0.000    0.000    0.000 value.py:77(ValueRef)
        1    0.000    0.000    0.000    0.000 value.py:8(Linkage)
       41    0.000    0.000    0.000    0.000 value.py:81(__init__)
        1    0.000    0.000    0.001    0.001 values.py:1(<module>)
        1    0.000    0.000    0.000    0.000 values.py:101(_Undefined)
        1    0.000    0.000    0.000    0.000 values.py:105(__new__)
        1    0.000    0.000    0.000    0.000 values.py:115(Constant)
       32    0.000    0.000    0.000    0.000 values.py:120(__init__)
        7    0.000    0.000    0.000    0.000 values.py:127(_to_string)
    22/21    0.000    0.000    0.000    0.000 values.py:130(_get_reference)
        1    0.000    0.000    0.000    0.000 values.py:159(literal_struct)
        1    0.000    0.000    0.000    0.000 values.py:164(<listcomp>)
        8    0.000    0.000    0.000    0.000 values.py:173(__eq__)
       14    0.000    0.000    0.000    0.000 values.py:182(__hash__)
        1    0.000    0.000    0.000    0.000 values.py:189(FormattedConstant)
        2    0.000    0.000    0.000    0.000 values.py:194(__init__)
        2    0.000    0.000    0.000    0.000 values.py:201(_get_reference)
        1    0.000    0.000    0.000    0.000 values.py:205(NamedValue)
        3    0.000    0.000    0.000    0.000 values.py:21(_escape_string)
       91    0.000    0.000    0.001    0.000 values.py:212(__init__)
       47    0.000    0.000    0.001    0.000 values.py:219(_to_string)
       94    0.000    0.000    0.000    0.000 values.py:229(_get_name)
       91    0.000    0.000    0.001    0.000 values.py:232(_set_name)
       51    0.000    0.000    0.000    0.000 values.py:239(_get_reference)
       12    0.000    0.000    0.000    0.000 values.py:250(function_type)
        1    0.000    0.000    0.000    0.000 values.py:261(MetaDataString)
        3    0.000    0.000    0.000    0.000 values.py:267(__init__)
        1    0.000    0.000    0.000    0.000 values.py:276(_get_reference)
        4    0.000    0.000    0.000    0.000 values.py:281(__eq__)
        6    0.000    0.000    0.000    0.000 values.py:290(__hash__)
        1    0.000    0.000    0.000    0.000 values.py:294(MetaDataArgument)
        1    0.000    0.000    0.000    0.000 values.py:317(NamedMetaData)
        1    0.000    0.000    0.000    0.000 values.py:332(MDValue)
        2    0.000    0.000    0.000    0.000 values.py:340(__init__)
        2    0.000    0.000    0.000    0.000 values.py:347(descr)
        3    0.000    0.000    0.000    0.000 values.py:36(<listcomp>)
        2    0.000    0.000    0.000    0.000 values.py:360(_get_reference)
        1    0.000    0.000    0.000    0.000 values.py:376(DIToken)
        1    0.000    0.000    0.000    0.000 values.py:388(DIValue)
        1    0.000    0.000    0.000    0.000 values.py:40(_ConstOpMixin)
        1    0.000    0.000    0.000    0.000 values.py:449(GlobalValue)
        2    0.000    0.000    0.000    0.000 values.py:45(bitcast)
       11    0.000    0.000    0.000    0.000 values.py:456(__init__)
        1    0.000    0.000    0.000    0.000 values.py:462(GlobalVariable)
        3    0.000    0.000    0.000    0.000 values.py:467(__init__)
        3    0.000    0.000    0.000    0.000 values.py:479(descr)
        1    0.000    0.000    0.000    0.000 values.py:518(AttributeSet)
       34    0.000    0.000    0.000    0.000 values.py:527(__init__)
        2    0.000    0.000    0.000    0.000 values.py:533(add)
       34    0.000    0.000    0.000    0.000 values.py:538(__iter__)
        1    0.000    0.000    0.000    0.000 values.py:543(FunctionAttributes)
        8    0.000    0.000    0.000    0.000 values.py:554(__init__)
        2    0.000    0.000    0.000    0.000 values.py:559(add)
        8    0.000    0.000    0.000    0.000 values.py:566(alignstack)
        8    0.000    0.000    0.000    0.000 values.py:575(personality)
        8    0.000    0.000    0.000    0.000 values.py:584(__repr__)
        1    0.000    0.000    0.000    0.000 values.py:595(Function)
        8    0.000    0.000    0.000    0.000 values.py:600(__init__)
        8    0.000    0.000    0.000    0.000 values.py:607(<listcomp>)
        8    0.000    0.000    0.000    0.000 values.py:614(module)
        1    0.000    0.000    0.000    0.000 values.py:618(entry_basic_block)
       13    0.000    0.000    0.001    0.000 values.py:626(append_basic_block)
        8    0.000    0.000    0.000    0.000 values.py:638(descr_prototype)
       20    0.000    0.000    0.000    0.000 values.py:644(<genexpr>)
       24    0.000    0.000    0.000    0.000 values.py:653(<genexpr>)
        7    0.000    0.000    0.001    0.000 values.py:661(descr_body)
        8    0.000    0.000    0.001    0.000 values.py:668(descr)
        8    0.000    0.000    0.001    0.000 values.py:675(__str__)
        1    0.000    0.000    0.000    0.000 values.py:685(ArgumentAttributes)
       20    0.000    0.000    0.000    0.000 values.py:690(__init__)
       20    0.000    0.000    0.000    0.000 values.py:696(align)
       20    0.000    0.000    0.000    0.000 values.py:705(dereferenceable)
       20    0.000    0.000    0.000    0.000 values.py:714(dereferenceable_or_null)
       20    0.000    0.000    0.000    0.000 values.py:723(_to_list)
        1    0.000    0.000    0.000    0.000 values.py:735(_BaseArgument)
       20    0.000    0.000    0.000    0.000 values.py:736(__init__)
        1    0.000    0.000    0.000    0.000 values.py:750(Argument)
       12    0.000    0.000    0.000    0.000 values.py:755(__str__)
        1    0.000    0.000    0.000    0.000 values.py:764(ReturnValue)
        8    0.000    0.000    0.000    0.000 values.py:769(__str__)
        1    0.000    0.000    0.000    0.000 values.py:777(Block)
       13    0.000    0.000    0.001    0.000 values.py:786(__init__)
       13    0.000    0.000    0.000    0.000 values.py:792(is_terminated)
        7    0.000    0.000    0.000    0.000 values.py:796(function)
       13    0.000    0.000    0.001    0.000 values.py:804(descr)
       13    0.000    0.000    0.001    0.000 values.py:806(<listcomp>)
       13    0.000    0.000    0.000    0.000 values.py:820(_format_name)
        1    0.000    0.000    0.000    0.000 values.py:831(BlockAddress)
        1    0.000    0.000    0.000    0.000 values.py:92(Value)
        1    0.000    0.000    0.001    0.001 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
      222    0.000    0.000    0.004    0.000 version.py:107(__init__)
     2162    0.001    0.000    0.002    0.000 version.py:187(_parse_version_parts)
      222    0.001    0.000    0.004    0.000 version.py:205(_legacy_cmpkey)
        1    0.000    0.000    0.003    0.003 version.py:267(Version)
      370    0.001    0.000    0.003    0.000 version.py:271(__init__)
      596    0.000    0.000    0.000    0.000 version.py:282(<genexpr>)
       74    0.000    0.000    0.001    0.000 version.py:305(__str__)
      298    0.000    0.000    0.000    0.000 version.py:314(<genexpr>)
       74    0.000    0.000    0.000    0.000 version.py:334(epoch)
       74    0.000    0.000    0.000    0.000 version.py:340(release)
       74    0.000    0.000    0.000    0.000 version.py:346(pre)
       74    0.000    0.000    0.000    0.000 version.py:352(post)
       74    0.000    0.000    0.000    0.000 version.py:357(dev)
       74    0.000    0.000    0.000    0.000 version.py:362(local)
        1    0.000    0.000    0.005    0.005 version.py:4(<module>)
      444    0.000    0.000    0.000    0.000 version.py:420(_parse_letter_version)
      148    0.000    0.000    0.000    0.000 version.py:461(_parse_local_version)
      148    0.000    0.000    0.000    0.000 version.py:474(_cmpkey)
      296    0.000    0.000    0.006    0.000 version.py:48(parse)
      204    0.000    0.000    0.000    0.000 version.py:490(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 version.py:61(InvalidVersion)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
       72    0.000    0.000    0.000    0.000 version.py:74(__lt__)
       72    0.000    0.000    0.000    0.000 version.py:76(<lambda>)
      144    0.000    0.000    0.000    0.000 version.py:82(__eq__)
      144    0.000    0.000    0.000    0.000 version.py:84(<lambda>)
      216    0.000    0.000    0.000    0.000 version.py:98(_compare)
        4    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        7    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       11    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        6    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        6    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        6    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        6    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        6    0.000    0.000    0.000    0.000 weakref.py:287(update)
        7    0.000    0.000    0.000    0.000 weakref.py:365(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:367(remove)
        9    0.000    0.000    0.000    0.000 weakref.py:404(__getitem__)
       10    0.000    0.000    0.000    0.000 weakref.py:417(__setitem__)
       33    0.000    0.000    0.000    0.000 weakref.py:485(popitem)
        4    0.000    0.000    0.000    0.000 weakref.py:558(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:575(__call__)
        1    0.000    0.000    0.000    0.000 win32.py:102(GetConsoleScreenBufferInfo)
        1    0.000    0.000    0.000    0.000 win32.py:21(CONSOLE_SCREEN_BUFFER_INFO)
        1    0.000    0.000    0.001    0.001 win32.py:4(<module>)
        4    0.000    0.000    0.000    0.000 win32.py:92(_winapi_test)
        2    0.000    0.000    0.000    0.000 win32.py:98(winapi_test)
        6    0.000    0.000    0.000    0.000 win32.py:99(<genexpr>)
        1    0.000    0.000    0.000    0.000 winterm.py:17(WinStyle)
        1    0.000    0.000    0.002    0.002 winterm.py:2(<module>)
        1    0.000    0.000    0.000    0.000 winterm.py:22(WinTerm)
        1    0.000    0.000    0.000    0.000 winterm.py:24(__init__)
        1    0.000    0.000    0.000    0.000 winterm.py:39(set_attrs)
        1    0.000    0.000    0.000    0.000 winterm.py:6(WinColor)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.000    0.000 wintypes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 withcontexts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 withcontexts.py:120(_ObjModeContextType)
        1    0.000    0.000    0.000    0.000 withcontexts.py:57(_ByPassContextType)
        1    0.000    0.000    0.000    0.000 withcontexts.py:6(WithContext)
        1    0.000    0.000    0.000    0.000 withcontexts.py:77(_CallContextType)
